is_red_wine,alcohol,density,volatile acidity,chlorides,quality_label
0,10.2,0.99426,0.445,0.053,1
0,13.6,0.98822,0.355,0.046,0
0,10.3,0.9941,0.3,0.053,0
0,13.1,0.98963,0.3,0.039,0
0,11.4,0.9912,0.16,0.05,0
1,9.5,0.9982,0.52,0.087,1
0,9.9,0.9966,0.25,0.062,0
1,13.0,1.0004,0.37,0.066,0
1,10.4,0.99648,0.21,0.09,1
0,9.8,0.998,0.23,0.056,0
0,10.8,0.99338,0.25,0.02,0
0,12.4,0.98968,0.24,0.03,0
0,10.7,0.99474,0.16,0.03,0
0,11.3,0.9935,0.22,0.06,0
0,10.3,0.9944,0.27,0.048,1
0,9.8,0.9929,0.26,0.05,0
1,9.2,0.99736,0.67,0.093,1
0,13.1,0.99154,0.28,0.031,0
0,10.5,0.992,0.35,0.036,1
1,9.2,0.9967,0.575,0.077,1
0,11.2,0.99134,0.2,0.031,0
0,9.8,0.9938,0.31,0.073,1
0,12.0,0.9912,0.3,0.038,0
0,9.2,0.9992,0.22,0.038,0
0,11.5,0.99084,0.39,0.017,1
0,11.6,0.99252,0.34,0.06,0
0,10.4,0.9924,0.26,0.049,0
0,8.9,0.9955,0.32,0.051,1
0,9.0,0.998,0.44,0.049,1
0,9.6,0.9965,0.25,0.049,1
0,10.8,0.9904,0.475,0.03,1
0,10.0,0.998,0.25,0.044,0
0,10.4,0.9918,0.31,0.029,1
0,9.4,0.9937,0.6,0.042,1
1,13.3,0.99252,0.39,0.065,0
0,9.3,0.9982,0.33,0.046,1
1,9.8,0.99616,0.63,0.083,0
0,12.3,0.9903,0.25,0.03,0
0,11.3,0.9911,0.36,0.038,0
1,10.1,0.9984,0.685,0.077,0
1,12.0,0.99617,0.42,0.072,0
1,10.6,0.99828,0.28,0.104,1
1,10.4,0.9994,0.35,0.079,0
0,9.8,0.99505,0.32,0.032,0
1,9.8,0.995,0.53,0.077,1
0,10.1,0.9938,0.2,0.04,1
0,10.15,0.99362,0.17,0.036,0
0,10.2,0.99225,0.39,0.041,1
0,9.5,0.9983,0.24,0.046,1
0,11.0,0.9908,0.16,0.036,0
0,12.2,0.9904,0.48,0.03,0
0,10.5,0.99256,0.25,0.048,0
0,9.3,0.99935,0.22,0.051,0
0,12.6,0.99026,0.26,0.03,0
0,9.7,0.9962,0.21,0.037,0
1,11.1,0.99656,0.35,0.073,0
0,9.9,0.9972,0.25,0.049,1
0,12.9,0.9903,0.26,0.032,0
1,11.8,0.99434,0.32,0.075,0
0,10.2,0.9932,0.16,0.04,0
0,11.4,0.99043,0.14,0.041,0
0,8.9,0.99976,0.25,0.044,1
1,9.5,0.99783,0.68,0.087,1
0,10.8,0.9914,0.24,0.045,0
0,10.2,0.9946,0.25,0.043,0
0,10.3,0.993,0.17,0.037,0
0,9.5,0.9934,0.25,0.057,0
1,9.8,0.9963,0.58,0.077,1
0,11.4,0.99001,0.25,0.047,1
0,13.5,0.98936,0.36,0.036,0
0,10.4,0.9934,0.62,0.039,1
1,9.4,0.9969,0.67,0.401,1
0,9.0,0.9974,0.32,0.033,1
1,10.2,0.99575,0.57,0.072,1
0,9.7,0.9927,0.21,0.059,0
1,10.4,0.99822,0.83,0.095,0
0,9.5,0.99578,0.24,0.045,0
0,11.2,0.99366,0.29,0.038,0
0,9.9,0.9926,0.18,0.041,0
0,10.0,0.99316,0.32,0.052,1
0,10.8,0.9916,0.14,0.04,0
0,12.3,0.98952,0.27,0.034,0
0,10.0,0.9942,0.18,0.061,1
0,10.2,0.99636,0.24,0.03,0
1,10.4,0.9997,0.84,0.088,0
0,10.2,0.9936,0.34,0.05,1
0,11.4,0.99099,0.15,0.022,0
0,10.8,0.99338,0.28,0.04,1
0,12.8,0.99024,0.25,0.03,0
0,12.6,0.99082,0.26,0.025,0
0,10.5,0.9945,0.15,0.041,0
1,10.1,0.99558,0.36,0.086,0
0,13.0,0.98912,0.19,0.032,0
0,12.1,0.98972,0.16,0.032,0
0,11.6333333333333,0.9898,0.16,0.026,0
0,9.1,0.9984,0.23,0.04,0
0,9.1,0.9932,0.35,0.11,1
0,12.2,0.98944,0.3,0.048,0
0,11.8,0.99257,0.44,0.057,0
0,10.7,0.9917,0.33,0.049,0
1,11.9,0.9947,0.35,0.068,0
1,11.8,0.9979,0.42,0.107,0
0,10.4,0.9927,0.33,0.036,0
0,11.2,0.9924,0.33,0.027,0
0,12.8,0.99155,0.42,0.04,0
0,11.1,0.9935,0.19,0.019,0
0,10.6,0.9931,0.29,0.049,0
1,9.6,0.99845,0.67,0.08,1
0,9.6,0.99767,0.2,0.055,0
0,9.5,0.99775,0.3,0.046,0
1,11.6,0.9971,0.53,0.093,0
0,9.0,0.99848,0.42,0.054,1
0,9.0,0.99625,0.31,0.05,1
0,12.3,0.98987,0.19,0.031,0
0,10.0,0.9925,0.14,0.047,0
0,9.2,0.9969,0.34,0.063,0
0,9.3,0.9932,0.24,0.054,0
0,13.4,0.98953,0.46,0.026,0
0,8.8,0.99908,0.35,0.069,0
0,13.4,0.98944,0.45,0.033,0
1,9.2,0.998,0.34,0.075,1
1,11.2,0.99672,0.31,0.075,0
0,9.1,0.9943,0.555,0.053,1
1,11.4,0.99472,0.59,0.056,1
0,10.8,0.9914,0.21,0.047,0
1,9.4,0.99918,0.35,0.092,1
0,9.5,0.99784,0.19,0.042,0
0,10.6,0.9932,0.2,0.04,0
0,10.5,0.994,0.25,0.042,0
1,9.4,0.9955,0.38,0.072,1
1,9.5,1.0001,0.39,0.095,1
1,9.8,0.998,0.28,0.075,0
0,12.3,0.98928,0.24,0.034,0
1,12.0,1.0014,0.35,0.066,0
1,9.4,0.9964,0.6,0.069,1
1,11.8,0.99471,0.27,0.047,0
0,12.7,0.9926,0.44,0.031,0
0,11.3,0.99089,0.26,0.02,0
1,11.1,0.9949,0.41,0.081,0
0,12.2,0.991,0.22,0.044,0
1,12.6,0.9976,0.32,0.073,0
1,9.8,0.99656,0.77,0.079,0
0,12.0,0.9939,0.36,0.035,1
0,13.4,0.98988,0.475,0.047,0
0,8.7,0.9986,0.29,0.043,0
0,10.8,0.99558,0.26,0.024,0
0,9.4,0.99825,0.24,0.052,0
0,9.1,0.9925,0.165,0.051,1
0,9.1,1.0,0.28,0.066,1
0,11.8,0.9899,0.32,0.027,0
0,9.5,0.996,0.28,0.058,1
0,12.7,0.9906,0.39,0.034,1
0,9.3,0.99853,0.23,0.054,0
1,11.2,0.9955,0.37,0.063,0
0,9.8,0.99214,0.34,0.032,1
0,12.4,0.99007,0.38,0.016,0
0,9.8,0.99356,0.36,0.271,1
0,8.9,0.9978,0.41,0.065,1
0,10.4,0.99695,0.23,0.042,0
0,11.3,0.99159,0.3,0.025,0
0,9.5,0.9972,0.25,0.044,1
0,10.0,0.9952,0.49,0.043,1
0,9.1,0.9943,0.555,0.053,1
0,11.2,0.9932,0.255,0.026,0
0,9.4,0.99556,0.27,0.054,0
0,12.1,0.9894,0.44,0.036,0
0,13.1,0.98964,0.32,0.039,0
0,9.5,0.9936,0.345,0.043,1
1,9.9,0.99609,0.45,0.078,0
0,13.0,0.98886,0.31,0.027,0
1,10.9,0.9999,0.56,0.064,1
1,9.5,0.9962,0.67,0.088,1
0,9.0,0.9979,0.23,0.058,0
0,11.1,0.99335,0.2,0.041,0
0,9.3,0.9958,0.23,0.044,0
1,9.5,0.9962,0.56,0.081,1
1,10.1,0.99714,0.29,0.096,0
0,9.5,0.99655,0.25,0.044,0
0,10.3,0.99474,0.22,0.054,1
0,12.7,0.98964,0.35,0.066,0
0,10.0,0.99725,0.22,0.038,0
0,10.2,0.9939,0.29,0.051,1
0,10.7,0.99546,0.19,0.038,0
0,10.1,0.99453,0.24,0.043,0
0,11.8,0.99084,0.23,0.024,0
0,9.6,0.9955,0.31,0.057,1
1,12.3,0.99316,0.3,0.05,0
0,10.4,0.9945,0.26,0.047,1
1,11.7,0.997,0.48,0.111,0
0,9.8,0.99445,0.3,0.054,1
0,9.2,0.9924,0.29,0.038,1
0,9.5,0.99341,0.19,0.045,1
0,9.5,0.99438,0.185,0.048,0
1,9.2,0.9984,0.6,0.085,0
1,9.4,0.9962,0.39,0.074,0
1,9.3,1.0002,0.59,0.093,0
1,12.0,0.9986,0.49,0.093,0
0,11.8,0.9927,0.39,0.055,0
1,9.95,0.996,0.76,0.078,1
0,11.0,0.9925,0.16,0.043,0
0,11.0,0.9938,0.27,0.018,0
0,8.8,0.99955,0.44,0.048,0
0,9.5,0.99657,0.33,0.052,1
0,12.0,0.9918,0.37,0.037,1
0,9.5,0.99297,0.22,0.064,0
0,11.0,0.9906,0.24,0.033,0
0,11.1,0.9923,0.19,0.037,0
0,9.3,0.9952,0.22,0.054,1
0,9.4,0.9938,0.16,0.03,0
0,12.4,0.99035,0.33,0.02,0
0,11.2,0.99196,0.36,0.036,0
0,10.3,0.9972,0.24,0.048,0
0,12.7,0.9902,0.32,0.023,0
1,9.3,0.9975,0.835,0.081,1
0,10.0,0.99368,0.24,0.032,0
0,10.8,0.993,0.26,0.04,1
0,12.7,0.9895,0.3,0.031,0
0,10.9,0.9914,0.3,0.028,0
1,10.3,0.99612,0.765,0.243,0
0,10.6,0.99114,0.39,0.042,1
1,9.4,0.9978,0.685,0.082,1
0,11.0,0.99404,0.2,0.032,0
0,9.5,0.9972,0.29,0.045,1
0,9.4,0.9944,0.42,0.06,0
1,9.3,0.99735,0.62,0.079,1
0,12.1,0.9922,0.23,0.028,0
0,9.6,1.0,0.24,0.049,1
0,10.3,0.99677,0.34,0.049,1
1,12.1,0.99586,0.48,0.101,0
0,10.0,0.99512,0.15,0.034,0
1,10.5,0.99824,0.75,0.086,1
0,12.2,0.992,0.27,0.03,0
0,11.3,0.99135,0.22,0.045,0
0,10.5,0.99496,0.2,0.038,0
0,12.3,0.99192,0.28,0.03,0
0,10.9,0.99406,0.18,0.039,0
0,9.9,0.99654,0.12,0.049,0
0,10.8,0.9946,0.145,0.048,0
0,9.1,0.99945,0.17,0.047,0
0,8.9,1.0004,0.2,0.055,0
0,9.3,0.99772,0.19,0.061,0
0,9.7,0.99705,0.25,0.039,0
0,11.2,0.99196,0.22,0.041,0
1,10.5,0.9973,0.43,0.07,1
0,10.7,0.9951,0.28,0.037,0
0,11.9,0.99,0.24,0.031,0
0,9.4,0.9963,0.18,0.052,0
0,10.7,0.9952,0.24,0.049,0
0,9.4,0.99691,0.25,0.049,0
0,12.3,0.992,0.47,0.029,0
0,13.2,0.98856,0.53,0.036,0
1,11.5,0.99396,0.51,0.056,0
0,8.8,1.0006,0.17,0.053,0
0,11.0,0.99328,0.31,0.039,1
0,9.2,0.9958,0.22,0.042,0
1,11.0,0.99549,0.31,0.067,0
1,11.2,0.99494,0.16,0.059,0
0,10.0,0.99265,0.415,0.039,0
0,14.2,0.98779,0.35,0.037,0
0,9.9,0.9943,0.34,0.041,1
0,12.5,0.99124,0.34,0.027,0
1,13.6,0.99182,0.47,0.048,0
0,8.9,0.99814,0.26,0.046,1
0,9.5,0.9969,0.26,0.045,1
0,10.9,0.995,0.15,0.052,0
0,10.1,0.993,0.25,0.046,0
0,10.1,0.9924,0.18,0.038,0
1,10.1,0.9986,0.735,0.079,0
1,12.8,0.9973,0.35,0.078,0
1,11.8,0.99456,0.37,0.066,0
0,10.2,0.9932,0.2,0.03,0
0,10.2,0.99742,0.15,0.044,0
0,12.4,0.9916,0.36,0.038,0
1,12.5,0.99444,0.31,0.078,0
0,9.0,0.9983,0.24,0.05,0
0,10.2,0.99751,0.36,0.057,1
1,10.5,0.99788,0.43,0.079,1
1,10.3,0.9967,0.4,0.092,0
0,9.6,0.9935,0.26,0.04,0
0,9.0,0.9937,0.29,0.142,0
0,9.9,0.9937,0.33,0.028,1
0,10.4,0.993,0.41,0.049,0
0,9.8,0.99428,0.47,0.048,1
0,9.4,0.99898,0.46,0.046,1
1,11.1,0.99376,0.61,0.071,0
0,12.0,0.9932,0.19,0.032,0
0,9.2,0.9971,0.655,0.071,0
0,9.1,0.99956,0.3,0.057,1
0,8.5,0.9982,0.37,0.045,0
0,11.0,0.9928,0.2,0.049,0
0,8.8,0.9984,0.24,0.054,1
0,9.7,0.9942,0.15,0.05,0
0,9.2,0.9929,0.15,0.048,1
0,9.8,0.99585,0.2,0.05,0
0,9.5,0.99551,0.29,0.049,0
0,11.4,0.99047,0.19,0.023,1
1,9.0,0.9972,0.66,0.098,1
1,11.3,0.9988,0.4,0.068,0
0,9.2,0.9982,0.36,0.038,1
0,8.7,0.9965,0.18,0.051,0
0,11.4,0.993,0.41,0.046,1
0,12.5,0.98918,0.26,0.043,0
0,11.0,0.99322,0.17,0.059,0
0,12.9,0.9892,0.64,0.03,1
1,9.3,0.99675,0.57,0.073,1
0,10.1,0.994,0.24,0.046,1
0,10.8,0.9939,0.26,0.041,0
0,9.6,0.993,0.31,0.086,1
0,9.5,0.9969,0.21,0.044,1
0,9.4,0.99899,0.22,0.048,1
1,9.5,0.9971,0.4,0.078,0
0,12.1,0.991,0.2,0.026,0
1,9.2,0.9959,0.58,0.097,1
0,11.1,0.9912,0.19,0.022,0
0,8.8,0.9987,0.34,0.047,1
1,9.5,1.0014,0.34,0.094,0
0,12.1,0.99226,0.12,0.03,0
0,12.2,0.99267,0.52,0.036,0
0,9.6,0.9977,0.29,0.045,0
0,9.7,0.9988,0.23,0.033,0
1,11.6,0.99738,0.34,0.055,0
0,12.4,0.98998,0.19,0.039,0
0,9.3,0.9953,0.29,0.039,0
0,11.6,0.9901,0.21,0.041,0
0,12.3,0.99139,0.28,0.026,0
0,11.9,0.9962,0.31,0.046,0
1,9.4,0.9976,0.54,0.076,1
0,10.2,0.9971,0.3,0.049,0
0,9.8,0.99676,0.11,0.053,0
0,11.1,0.99323,0.31,0.049,0
1,11.8,0.99332,0.62,0.065,0
0,11.5,0.99274,0.26,0.034,0
1,9.4,0.99782,0.57,0.082,1
0,10.5,0.9932,0.33,0.044,0
1,9.6,0.9981,0.46,0.07,1
0,12.9,0.9906,0.38,0.038,0
0,9.4,0.9949,0.25,0.041,1
1,11.0,0.99574,0.51,0.076,0
1,11.0,0.9988,0.46,0.064,0
0,9.4,0.9938,0.29,0.047,0
0,12.0,0.9911,0.2,0.039,0
0,10.2,0.99578,0.16,0.054,0
0,9.5,0.9934,0.24,0.057,0
0,9.3,0.99428,0.3,0.041,0
0,10.5,0.99192,0.23,0.03,1
0,10.1,0.99411,0.24,0.036,0
1,10.3,0.99719,0.58,0.114,1
0,11.3,0.99059,0.11,0.042,0
1,8.8,1.00242,0.5,0.205,1
0,11.8,0.99102,0.2,0.04,0
0,12.3,0.99043,0.2,0.033,0
0,9.4,0.99595,0.3,0.045,1
0,10.1,0.9952,0.18,0.035,0
0,11.1,0.99174,0.25,0.04,1
0,9.5,0.995,0.23,0.04,0
0,11.65,0.9898,0.16,0.026,0
0,10.3,0.9918,0.19,0.043,0
1,10.5,0.9975,0.4,0.089,0
1,11.4,0.99546,0.34,0.086,0
1,11.0,0.99554,0.34,0.065,0
0,11.5,0.99089,0.27,0.04,0
0,9.6,0.9973,0.54,0.05,1
1,11.7,0.9944,0.44,0.042,0
1,9.2,1.0,0.49,0.083,1
0,12.3,0.98993,0.32,0.037,0
0,9.5,0.99755,0.25,0.056,1
0,9.7,0.9997,0.23,0.034,1
0,12.3,0.9916,0.27,0.035,0
0,10.0,0.9974,0.24,0.044,0
1,10.8,0.99704,0.5,0.084,0
1,9.8,0.9979,0.39,0.099,1
0,9.55,0.99288,0.28,0.058,1
0,10.0,0.99574,0.23,0.052,1
0,9.9,0.99415,0.22,0.045,0
0,11.7,0.99086,0.41,0.033,0
0,12.9,0.99036,0.64,0.032,0
0,12.0,0.99076,0.21,0.021,1
0,12.8,0.99381,0.24,0.026,0
0,10.8,0.99518,0.16,0.046,0
1,10.7,0.99624,0.46,0.076,1
0,12.4,0.98918,0.54,0.033,1
0,10.2,0.9926,0.39,0.036,1
0,9.7,0.9946,0.33,0.056,1
0,11.4,0.9953,0.31,0.04,1
0,12.3,0.98992,0.21,0.021,0
0,9.6,0.9998,0.28,0.056,1
0,10.1,0.9924,0.37,0.057,1
1,9.8,0.99652,0.83,0.08,1
1,9.9,0.99636,0.88,0.066,1
0,11.4,0.99048,0.29,0.041,1
1,14.0,0.9917,0.42,0.06,0
0,10.0,0.9927,0.32,0.049,0
1,10.0,0.9978,0.5,0.103,1
0,10.5,0.99462,0.25,0.044,0
0,10.8,0.9905,0.45,0.03,1
0,10.2,0.9962,0.27,0.044,1
0,12.3,0.98964,0.15,0.036,0
0,11.7,0.9906,0.37,0.034,0
0,10.4,0.99752,0.19,0.045,0
0,11.2,0.9918,0.18,0.038,0
1,8.5,0.99914,0.38,0.169,1
0,9.7,0.9974,0.3,0.055,0
0,9.0,0.9932,0.45,0.051,1
1,10.7,0.9985,0.5,0.082,0
0,11.1,0.9912,0.25,0.03,0
0,10.0,0.99676,0.24,0.043,0
0,10.4,0.99698,0.34,0.037,0
0,12.2,0.99,0.16,0.029,0
1,12.3,0.99352,0.5,0.062,0
0,11.4,0.9908,0.24,0.046,0
1,9.8,0.99689,0.63,0.08,1
1,11.8,0.995,0.605,0.096,0
0,12.5,0.98916,0.38,0.035,0
0,10.6,0.99437,0.26,0.041,1
0,10.1,0.9948,0.71,0.042,0
0,9.5,0.996,0.705,0.048,1
1,10.0,0.99502,0.74,0.086,1
0,11.1,0.9918,0.2,0.031,1
1,10.0,0.9946,0.885,0.086,1
0,10.6,0.99397,0.31,0.031,0
0,10.2,0.99576,0.18,0.055,0
0,9.2,0.9997,0.31,0.058,1
0,10.1,0.99364,0.27,0.045,0
0,9.2,0.9972,0.33,0.056,1
1,10.0,0.9964,0.53,0.076,0
0,9.2,0.99652,0.18,0.041,0
0,10.0,0.9982,0.26,0.047,1
1,10.9,0.99632,0.685,0.058,1
0,9.6,0.9976,0.3,0.05,0
0,10.4,0.9924,0.35,0.042,1
0,12.2,0.99275,0.58,0.032,0
0,11.4,0.99246,0.24,0.041,0
1,11.2,0.9998,0.33,0.084,0
0,13.0,0.98926,0.15,0.03,0
0,13.0,0.99018,0.39,0.038,0
0,12.0,0.9908,0.27,0.033,1
0,10.4,0.99232,0.24,0.044,0
1,9.4,0.9962,0.66,0.039,1
0,11.9,0.99222,0.3,0.024,0
0,9.0,1.0007,0.49,0.052,1
0,10.6,0.9921,0.16,0.076,0
0,10.7,0.99449,0.16,0.038,1
0,9.4,0.99886,0.4,0.053,0
0,9.4,0.99604,0.25,0.042,0
0,11.8,0.99,0.32,0.037,0
0,8.8,0.99494,0.315,0.041,1
0,8.9,0.99745,0.28,0.039,1
0,9.8,0.998,0.26,0.074,1
0,12.4,0.98962,0.16,0.042,0
1,11.9,0.99638,0.44,0.091,0
0,11.8,0.9927,0.24,0.04,0
0,9.6,0.9953,0.23,0.049,0
0,12.7,0.9906,0.37,0.027,0
0,10.6,0.99497,0.26,0.029,0
1,9.4,0.99676,0.57,0.19,0
0,11.5,0.9912,0.18,0.04,0
0,8.7,0.99806,0.695,0.056,1
1,9.4,0.9963,0.685,0.088,1
1,11.4,0.997,0.54,0.081,0
0,9.6,0.9954,0.115,0.056,0
0,9.3,0.997,0.26,0.043,1
1,9.2,0.99733,0.66,0.097,1
0,12.2,0.99173,0.36,0.04,0
0,11.0,0.99318,0.17,0.055,0
1,9.5,0.9998,0.565,0.093,1
1,10.9,0.9964,1.33,0.081,1
1,9.7,0.998,0.27,0.091,1
0,9.6,0.9955,0.34,0.052,1
0,10.0,0.9941,0.34,0.04,1
0,11.1,0.99099,0.22,0.05,0
0,11.1,0.99266,0.34,0.038,0
0,10.9,0.9926,0.29,0.035,1
0,10.2,0.9988,0.23,0.053,0
0,12.5,0.9886,0.27,0.021,0
1,11.8,0.99614,0.31,0.109,0
0,10.9,0.9937,0.26,0.044,0
0,9.8,0.99164,0.12,0.038,1
0,13.3,0.99176,0.4,0.031,0
0,12.6,0.98862,0.22,0.034,0
0,12.9,0.9907,0.21,0.032,0
0,9.0,0.99786,0.35,0.088,1
1,9.8,0.99627,0.72,0.123,1
0,11.9,0.99045,0.24,0.033,0
0,9.2,0.99354,0.28,0.156,0
0,10.2,0.9933,0.14,0.035,0
0,12.9,0.99001,0.38,0.102,1
0,10.9,0.9905,0.19,0.03,0
0,9.5,0.9944,0.29,0.039,0
0,11.7,0.99014,0.125,0.044,0
0,9.5,0.99514,0.3,0.049,1
0,9.3,0.9983,0.3,0.032,0
1,11.5,0.99495,0.43,0.062,0
0,10.9,0.99199,0.18,0.046,0
1,9.2,0.99702,0.46,0.414,1
0,9.5,0.99238,0.25,0.062,1
1,9.2,0.998,0.51,0.087,1
0,9.7,0.9966,0.18,0.045,0
0,11.0,0.9906,0.32,0.029,0
0,12.2,0.9892,0.25,0.029,0
1,10.9,0.99483,0.61,0.066,0
1,12.5,0.99652,0.4,0.08,0
0,10.5,0.9945,0.13,0.056,0
0,10.3,0.9927,0.1,0.041,0
0,12.6,0.991,0.21,0.034,0
0,12.7,0.98945,0.32,0.027,0
0,9.4,0.99471,0.41,0.158,1
0,11.3,0.99241,0.35,0.031,0
0,9.4,0.99855,0.38,0.042,1
0,10.2,0.99358,0.21,0.042,0
0,12.4,0.99,0.29,0.027,0
0,10.0,0.9976,0.26,0.04,0
0,11.0,0.99138,0.23,0.044,0
0,11.0,0.9924,0.2,0.093,1
0,10.9,0.9953,0.29,0.036,0
0,10.4,0.9932,0.34,0.04,1
0,11.4,0.9898,0.29,0.029,0
0,11.0,0.9928,0.35,0.038,1
0,10.0,0.99685,0.26,0.046,0
0,9.5,0.9969,0.23,0.038,0
0,10.8,0.9954,0.18,0.028,0
0,9.8,0.99226,0.48,0.043,1
0,10.0,0.99566,0.26,0.038,0
0,9.1,0.9998,0.19,0.058,0
0,10.8,0.99482,0.21,0.048,1
0,10.0,0.9924,0.2,0.045,0
0,11.7,0.99279,0.23,0.036,0
0,10.6,0.9962,0.29,0.04,1
0,12.6,0.9903,0.37,0.029,0
1,10.0,0.9959,0.4,0.083,1
0,9.0,0.9979,0.425,0.038,1
0,12.7,0.98952,0.31,0.042,0
0,12.4,0.99129,0.46,0.039,0
0,12.0,0.99114,0.46,0.042,0
0,9.9,0.99454,0.11,0.044,0
0,9.4,0.99566,0.27,0.042,0
1,10.1,0.9972,0.67,0.107,1
0,10.2,0.9948,0.3,0.044,0
1,9.7,0.9987,0.45,0.084,1
0,9.4,0.9986,0.24,0.052,1
1,14.0,0.9908,0.49,0.044,0
0,10.4,0.994,0.2,0.05,0
1,11.9,0.99346,0.43,0.085,0
0,9.4,0.9948,0.27,0.24,1
1,11.1,0.99648,0.43,0.078,0
0,10.2,0.9924,0.17,0.056,0
1,10.5,0.9962,0.59,0.065,0
1,9.5,0.99746,0.62,0.077,1
0,12.8,0.98868,0.36,0.035,0
0,10.9,0.9929,0.3,0.03,1
1,10.7,0.99605,0.34,0.079,1
1,13.0,0.9937,0.5,0.049,1
0,10.3,0.99666,0.32,0.05,0
0,12.6,0.99204,0.4,0.038,0
0,11.8,0.9898,0.13,0.042,0
1,9.5,0.998,0.45,0.082,1
0,13.0,0.99016,0.46,0.034,0
0,12.5,0.99228,0.22,0.027,0
0,10.3,0.99304,0.19,0.042,0
1,10.2,0.99551,0.45,0.076,0
1,11.5,0.99488,0.59,0.091,0
0,12.0,0.99008,0.2,0.039,0
1,9.4,0.9978,0.66,0.075,1
0,8.9,0.9948,0.3,0.16,1
0,10.3,0.9941,0.16,0.033,1
0,10.6,0.9924,0.16,0.037,0
0,10.1,0.995,0.21,0.047,0
0,9.4,0.99884,0.33,0.037,0
0,10.3,0.99329,0.3,0.045,1
0,9.2,0.99736,0.29,0.04,1
0,9.3,0.9978,0.31,0.056,1
1,10.1,0.99464,0.32,0.086,1
0,12.8,0.99018,0.41,0.027,0
1,10.2,0.9974,0.28,0.05,0
0,13.0,0.98984,0.44,0.014,0
0,12.8,0.99158,0.28,0.032,0
0,11.2,0.99242,0.19,0.028,1
1,11.7,0.99516,0.29,0.063,0
0,12.6,0.9915,0.39,0.022,1
0,8.9,0.9961,0.27,0.047,1
0,12.4,0.98918,0.27,0.033,0
1,9.9,0.99586,0.56,0.083,1
1,9.5,0.9969,0.4,0.08,0
0,10.7,0.9916,0.21,0.047,0
0,9.4,0.9961,0.22,0.056,0
0,12.0,0.99518,0.47,0.024,0
0,9.2,0.998,0.26,0.074,0
0,11.5,0.98954,0.2,0.033,0
0,10.1,0.996,0.26,0.042,0
0,10.6,0.9946,0.23,0.044,0
0,8.7,1.0,0.24,0.046,1
1,9.1,0.9984,0.58,0.096,0
0,11.5,0.9928,0.23,0.042,1
0,10.2,0.9933,0.22,0.047,0
1,10.2,1.0006,0.46,0.122,1
0,10.1,0.9957,0.34,0.059,0
0,12.2,0.99338,0.28,0.03,0
0,9.5,0.9936,0.39,0.217,1
1,11.9,0.99512,0.315,0.079,0
0,12.9,0.98896,0.12,0.044,0
0,8.9,0.9972,0.19,0.048,0
0,10.0,0.9926,0.19,0.037,0
1,9.5,0.9961,0.38,0.08,1
0,10.5,0.9941,0.21,0.047,0
0,9.7,0.995,0.21,0.047,0
0,11.3,0.9948,0.44,0.031,0
0,11.95,0.99318,0.34,0.029,0
0,12.0,0.99009,0.22,0.04,1
0,11.9,0.9908,0.18,0.041,1
0,9.6,0.9951,0.15,0.047,0
0,9.0,0.9979,0.28,0.054,1
1,10.5,0.998,0.5,0.073,0
0,9.7,0.9958,0.26,0.039,0
0,10.8,0.99315,0.19,0.036,0
1,14.0,0.9916,0.34,0.05,0
0,9.8,0.99612,0.27,0.042,0
0,9.2,0.99582,0.45,0.099,1
0,9.4,0.9954,0.235,0.03,0
0,10.0,0.9931,0.2,0.204,0
1,12.0,0.99585,0.35,0.061,0
0,10.0,0.9932,0.52,0.047,1
1,9.8,0.9974,0.735,0.092,0
1,11.0,0.99852,0.42,0.077,1
1,10.3,0.99693,0.48,0.07,0
0,13.1,0.98988,0.4,0.032,0
1,10.1,0.9984,1.02,0.076,0
0,11.9,0.9911,0.31,0.027,0
1,12.3,0.9955,0.815,0.072,0
0,9.5,0.99542,0.27,0.047,0
0,8.9,0.99732,0.285,0.035,0
1,10.3,0.99721,0.29,0.067,0
0,11.4,0.991,0.22,0.052,0
0,11.8,0.98938,0.34,0.036,0
1,11.0,0.99358,0.64,0.069,1
0,11.4,0.9929,0.27,0.047,0
0,10.8,0.993,0.18,0.044,0
1,10.0,0.99728,0.48,0.062,0
1,9.0,0.9974,0.59,0.086,1
0,9.9,0.9934,0.33,0.05,1
0,9.9,0.99588,0.35,0.06,1
0,11.2,0.99068,0.23,0.023,0
1,11.3,0.99568,0.36,0.111,0
0,9.9,0.9964,0.385,0.034,0
0,11.6,0.98981,0.24,0.041,0
1,11.5,0.99379,0.76,0.072,0
0,9.2,0.99804,0.25,0.057,1
1,9.2,0.9968,0.695,0.075,1
0,10.0,0.99517,0.19,0.047,1
0,9.5,0.994,0.19,0.052,1
1,11.3,0.9948,0.42,0.068,0
0,11.4,0.99376,0.26,0.039,0
0,11.4,0.9917,0.28,0.031,1
1,9.6,0.99769,0.58,0.104,1
0,9.4,0.99656,0.3,0.058,0
0,13.0,0.99088,0.58,0.032,0
1,12.3,0.9922,0.47,0.055,0
0,9.53333333333333,0.99494,0.34,0.046,0
0,12.2,0.9926,0.28,0.041,0
0,11.7,0.99088,0.25,0.038,0
0,10.5,0.99236,0.27,0.043,1
0,11.6333333333333,0.9912,0.35,0.034,0
1,11.1,0.99577,0.915,0.07,1
0,9.1,0.9942,0.29,0.197,1
0,12.9,0.9913,0.29,0.031,0
0,13.1333333333333,0.9891,0.27,0.021,0
1,9.9,0.99573,0.53,0.058,0
0,9.6,0.99705,0.27,0.047,0
